,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0
20.0,0.96665509524268,0.965837125138094,0.9650870050882664,0.9643966291132037,0.9637591330000608,0.963168665288707,0.9626202071378448,0.9623088533741793,0.9635605888709777,0.9647318556572677,0.9658301715710552
25.0,0.9665605742528167,0.9657505881626487,0.9650074816579074,0.9643232998980356,0.9636913014927301,0.9631057356233246,0.962561666547814,0.9624521657187641,0.9636945572942461,0.96485736506774,0.9659479985656377
30.0,0.9664669937703153,0.9656648753488744,0.9649286844689217,0.9642506139215968,0.9636240424031828,0.9630433175812381,0.9625035850996658,0.9625943923637688,0.9638275442638643,0.9649819843405495,0.9660650157526974
35.0,0.9663743398272445,0.9655799749788324,0.9648506036180177,0.9641785627571795,0.9635573485160687,0.9629814049483991,0.9624459574128313,0.9627355456001319,0.963959560525675,0.9651057229117843,0.9661812314521745
40.0,0.9662825987309036,0.9654958755556776,0.9647732293811488,0.9641071381246267,0.9634912127367965,0.9629199916109863,0.9623887781904858,0.962875637533966,0.964090616669218,0.9652285900846301,0.9662966538704265
45.0,0.9661917570570757,0.965412565798468,0.9646965522094771,0.9640363318871609,0.9634256280890183,0.9628590715533921,0.9623320422179259,0.9630146800900186,0.9642207231305614,0.9653505950317016,0.9664112911021597
50.0,0.9661018016434804,0.9653300346371202,0.9646205627254437,0.963966136048294,0.963360587712176,0.9627986388562587,0.9622757443609842,0.9631526850150558,0.964349890195072,0.9654717467973251,0.9665251511323218
55.0,0.9660127195834151,0.9652482712075058,0.9645452517189463,0.9638965427488164,0.9632960848591093,0.9627386876945605,0.9622198795644805,0.9632896638811709,0.9644781280001258,0.9655920542997734,0.9666382418379559
60.0,0.9659244982195823,0.9651672648466841,0.9644706101436178,0.9638275442638643,0.9632321128937221,0.9626792123357331,0.9621644428507087,0.9634256280890183,0.9646054465377597,0.9657115263334547,0.9667505709900167
