threshold,precision,recall
58.0,0.5892876000591378,0.7750277777777778
57.0,0.5887032113769676,0.7750277777777778
56.0,0.5854711498547115,0.7835555555555556
55.0,0.5845006216328222,0.7835555555555556
54.0,0.5823046117005904,0.7835555555555556
53.0,0.586732297134454,0.7979722222222222
52.0,0.5840364323906724,0.7979722222222222
51.0,0.58218997628843,0.7979722222222222
50.0,0.5821191918782549,0.7979722222222222
49.0,0.5816830680759729,0.7979722222222222
48.0,0.5814829058964031,0.7979722222222222
47.0,0.5803434343434344,0.7979722222222222
46.0,0.5820886593415359,0.8108333333333333
45.0,0.5838528862228342,0.8246111111111111
44.0,0.5829484067955845,0.8273333333333334
43.0,0.582276006334187,0.8273333333333334
42.0,0.5810831902606524,0.8273333333333334
41.0,0.5808905271780469,0.8273333333333334
40.0,0.5791848164281269,0.8273333333333334
39.0,0.5788696260592396,0.8273333333333334
38.0,0.5770303781773094,0.8273333333333334
37.0,0.5756029684601113,0.8273333333333334
36.0,0.5773316909811771,0.83325
35.0,0.5819182150472129,0.8490833333333333
34.0,0.5811548187158964,0.8490833333333333
33.0,0.5805256960534813,0.8490833333333333
32.0,0.5804815982376846,0.8490833333333333
31.0,0.5789094903505615,0.8490833333333333
30.0,0.5785150557374567,0.8490833333333333
29.0,0.5757778148828407,0.8620833333333333
28.0,0.5754361893460405,0.8620833333333333
27.0,0.5747541530085005,0.8620833333333333
26.0,0.5743287007050725,0.8620833333333333
25.0,0.5725803475886498,0.8620833333333333
24.0,0.572379705280242,0.8620833333333333
23.0,0.5719261388766033,0.8620833333333333
22.0,0.5716101226654879,0.8620833333333333
21.0,0.5712523928729201,0.8620833333333333
20.0,0.5709686321405575,0.8620833333333333
19.0,0.5722957255015994,0.8747222222222222
18.0,0.5703978264389945,0.8805833333333334
17.0,0.5700490910071748,0.8805833333333334
16.0,0.5690812436234763,0.8831666666666667
15.0,0.5686232428372143,0.8831666666666667
14.0,0.5685520645195902,0.8831666666666667
13.0,0.5851965148052037,0.9458888888888889
12.0,0.5872817741907905,0.9540555555555555
11.0,0.5908913710401871,0.9683888888888889
10.0,0.5908613267346869,0.9683888888888889
9.0,0.5901012221131385,0.9683888888888889
8.0,0.5901144149313173,0.9713611111111111
7.0,0.5895870917704978,0.9713611111111111
6.0,0.5890507875010528,0.9713611111111111
5.0,0.5883570286868007,0.9713611111111111
4.0,0.5870323107975112,0.9775555555555555
3.0,0.5853626081170992,0.9775555555555555
2.0,0.5853236644268511,0.9775555555555555
1.0,0.5906965296578882,1.0
0.0,0.5895357406042742,1.0







,209.0,208.0,207.0,206.0,205.0,204.0,203.0,202.0,201.0,200.0,199.0,198.0,197.0,196.0,195.0,194.0,193.0,192.0,191.0,190.0,189.0,188.0,187.0,186.0,185.0,184.0,183.0,182.0,181.0,180.0,179.0,178.0,177.0,176.0,175.0,174.0,173.0,172.0,171.0,170.0,169.0,168.0,167.0,166.0,165.0,164.0,163.0,162.0,161.0,160.0,159.0,158.0,157.0,156.0,155.0,154.0,153.0,152.0,151.0,150.0,149.0,148.0,147.0,146.0,145.0,144.0,143.0,142.0,141.0,140.0,139.0,138.0,137.0,136.0,135.0,134.0,133.0,132.0,131.0,130.0,129.0,128.0,127.0,126.0,125.0,124.0,123.0,122.0,121.0,120.0,119.0,118.0,117.0,116.0,115.0,114.0,113.0,112.0,111.0,110.0,109.0,108.0,107.0,106.0,105.0,104.0,103.0,102.0,101.0,100.0,99.0,98.0,97.0,96.0,95.0,94.0,93.0,92.0,91.0,90.0,89.0,88.0,87.0,86.0,85.0,84.0,83.0,82.0,81.0,80.0,79.0,78.0,77.0,76.0,75.0,74.0,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.5,0.0,0.0,0.0,0.04008491508491509,0.06613183000867302,0.06606816212573409,0.06582102436217149,0.06543192219679635,0.10015459363957596,0.09984588287098195,0.09946047898938502,0.09924282212885152,0.09845853234910985,0.09840725631455603,0.1270421147689024,0.12613089901377458,0.12549671559484227,0.12397852908187788,0.12371092813174513,0.15135272103539685,0.15014695645448214,0.2045822003380613,0.2202504844613507,0.2159266816774557,0.21220869926007888,0.22323848238482383,0.25857002938295787,0.29296415981198587,0.2979819976771196,0.29698171084616276,0.31914141985078,0.34047978843974314,0.35161221892235894,0.3552500393556174,0.3549148099606815,0.35422771033905404,0.3533587347982671,0.3527511463109629,0.3510500388903292,0.34725071809601976,0.3464687819856703,0.35592435541258466,0.35582029917653357,0.36882982809949105,0.3879775650051628,0.38746836036373866,0.3905822230334002,0.384818459602768,0.38461106619958685,0.3917130168585349,0.41602078009133187,0.41442343808689114,0.41338828525040594,0.4160470879801735,0.415240961371975,0.4215253058385501,0.4213529099014355,0.4191415785191213,0.41859661953518607,0.4177987752950242,0.4171897145171088,0.4167846595736073,0.4147391928537247,0.4139468237541793,0.41711502248184157,0.423057844932845,0.43667753908446744,0.4356974525866907,0.43503025323074634,0.42810673723674053,0.42689854859991205,0.4481965107567163,0.4629581060288152,0.46525414991236214,0.464599492072208,0.4636924130844322,0.4630421398276098,0.46239368787785634,0.46165257127267767,0.46630851099888143,0.46818455971049455,0.46727643635877203,0.4663562631420847,0.4650369433535246,0.47016504790654934,0.4699799921280504,0.4722168472652219,0.47156291262761263,0.4713352217858753,0.4792843691148776,0.47883349012229537,0.47871339895918236,0.4860660047632303,0.4875447288742086,0.4837424895308612,0.48330251030802807,0.48277559055118113,0.5105011968007472,0.5346100632482493,0.5332399245219253,0.5327747762957962,0.5364581886855333,0.5328032768797926,0.532111814572379,0.5332390846922672,0.5421753246753246,0.5416828856883352,0.5453629549771549,0.5454407525413442,0.5478863772156941,0.5472460524679846,0.546362959285005,0.546200238260697,0.5482270617809146,0.5568222514026502,0.5555092416158537,0.5544263775971092,0.5535184525928561,0.5529934795494961,0.5525742175468524,0.5519726409959056,0.5512261135350802,0.5556288428007709,0.5552647575307309,0.5551290265564933,0.5552861035422344,0.5757191201353637,0.5871471920854637,0.5845956460557901,0.5840638438637116,0.5970829535095715,0.5972624216111915,0.5970584098535233,0.5968545374201584,0.5966867469879518,0.5963634174242881,0.595666434748037,0.5963318664763717,0.6280396998944351,0.6275546723426699,0.6259276307137356,0.6256690266483877,0.6252580511973576,0.6248476152966108,0.6236428812099883,0.6232112460016087,0.6223421881040483,0.6221474842651552,0.622101689301093,0.621964344850425,0.618998810854942,0.6189548689371217,0.6184390183352839,0.6166491780342778,0.6157876353475376,0.6138365655791931,0.6195329618191543,0.6171266777802603,0.6154765781670466,0.6154132890023822,0.6150232932552324,0.6148442716983716,0.6138247863247863,0.616895193331868,0.6200601554014538,0.6195500232976103,0.6189423284733421,0.6178637812002123,0.6176895127171371,0.6161459022904805,0.6158605174353207,0.6141942721393692,0.6129000395100751,0.6151161455428327,0.6209977571187101,0.6203021251034954,0.6197286469653227,0.6196884427000551,0.6182545589877186,0.6178946261946731,0.6167429770591882,0.6164293772742441,0.6158031334825468,0.6154123768580358,0.6138057339957596,0.6136212650859683,0.6132041919575114,0.6129135463077069,0.612584480798383,0.6123234156735854,0.6148085093090091,0.6136279170602534,0.6133050099828203,0.6126578180640984,0.6122331084203716,0.6121670953928621,0.6335114378841773,0.6361972644962435,0.6408550125737142,0.6408267403899885,0.6401113428714121,0.6403828122710892,0.6398859627292822,0.6393805309734513,0.6387265288229707,0.6380078028687871,0.6364293981481481,0.6363925698744285,0.6433626420759166,0.6422607578676942
1.0,0.0,0.0,0.0,0.017346663064036746,0.029376354442571636,0.029368497071174473,0.029337893443060974,0.029289372599231756,0.047338204592901875,0.047295007169860515,0.047240813562853194,0.047210077035186336,0.047098533039075685,0.04709119700942343,0.0631938950001276,0.06305228042476253,0.0629528870356716,0.06271212197963628,0.06266926523070691,0.07798925325164466,0.0777880738310501,0.10968552220060579,0.11995211687391591,0.11914005629428323,0.11842454354694774,0.12624521072796932,0.14973413683091102,0.18123580190822353,0.1856625961103573,0.1854193956366593,0.20213908529490737,0.22170484745986074,0.23133286810886255,0.23518683370605983,0.2350949538795442,0.23490631505898676,0.23466712883727986,0.2344994804295116,0.23402830290590904,0.23296627666896075,0.23274602492479585,0.24589094429362124,0.24585989941712433,0.2569731944967173,0.273796215790999,0.2736376049985518,0.2799901872597923,0.2781906038088277,0.2781228433402347,0.2896021357559819,0.3123316754801549,0.31176782245246365,0.31140118774622216,0.31470415934387813,0.3144155920167001,0.32044478140005056,0.32038249985423023,0.3195812330360605,0.31938308920406105,0.3190925105015583,0.3188702969339394,0.3187223264177575,0.31953299024502646,0.31923873839306266,0.3275306010825899,0.3334085099984964,0.3472136828573026,0.34682597286583666,0.34656153531446426,0.3437932370358072,0.34330557807088646,0.3652619527885297,0.3809986329951795,0.3861169046473074,0.3858349068367237,0.3854435447993594,0.3851625293406359,0.38488192334346183,0.38456075562815145,0.38957223510256095,0.39328689043698545,0.3928860145513339,0.39247906462316323,0.39189426077200856,0.3988795323265363,0.39879627052602284,0.40387532754102884,0.4035761657852578,0.4034719112733786,0.4150866462793068,0.4148751910341314,0.4148188393493837,0.42379194687431526,0.42725765113824815,0.425426160056043,0.4252133902373967,0.4249583472175941,0.45678931731365696,0.4853563188925916,0.484649719231446,0.4844094790367457,0.49051692669068525,0.4886015113668701,0.49374572157570473,0.4988926484158721,0.5098931297709923,0.5096208133058671,0.5153885806119046,0.5186186998467226,0.5242377322534542,0.523871159711374,0.5233650416171225,0.5232717113475599,0.5307728309834435,0.541714451622269,0.5409370288762612,0.5402947904902556,0.539755550734071,0.5394434405493314,0.5391940121663994,0.5388358627063088,0.5410899096752029,0.548960163200544,0.5525497773670505,0.5563366638067033,0.559286449399657,0.5863220247711363,0.6017520036211625,0.600074345494132,0.5997240208045855,0.6175604007071303,0.6194496560350219,0.6193124829032552,0.6191753705102493,0.6190625,0.6188449373267211,0.6201927430308518,0.6215008780084702,0.6659254447331601,0.6655845372023623,0.6644396524860708,0.6642574985358074,0.663967913905635,0.6636785816556481,0.6628285792444853,0.6625237698703688,0.665141845279817,0.665002827706607,0.6649701261341004,0.6648720407109668,0.6695463326254154,0.6695141996712539,0.6691368683598341,0.6701829413162272,0.6695466413482078,0.6681035503659317,0.6762396864443686,0.6744456313756795,0.6732128001124872,0.6731654735263447,0.6728737732180919,0.6727398334953105,0.6719766081871344,0.6776788512658595,0.683654787264667,0.683966380379369,0.6835033447694231,0.6826808471623727,0.6825478670379155,0.6813689604685212,0.681150802726067,0.6798758217677137,0.6788840262582057,0.6820755360512971,0.69056117838424,0.6900233642222648,0.6895797143952896,0.6895486024949806,0.6884381932635893,0.688159212940554,0.6904261354156239,0.6901804676814962,0.6896896563218774,0.6893832535513179,0.6881222145850424,0.6879773001851011,0.6876495612868918,0.6874210911023988,0.6871623416880702,0.6869570029328759,0.6919054315345404,0.6923354117300194,0.6920784621934047,0.692159487966561,0.6918206149226451,0.6917679311582772,0.7230568325388315,0.727030259411746,0.7339445678375562,0.7339213911286078,0.733334735690696,0.734195553129396,0.7337872858326949,0.7333717821003513,0.732833865982082,0.7335563684874257,0.7322513524760715,0.7322208813615746,0.7426891536438187,0.7417709782104775
2.0,0.0,0.0,0.0,0.01106820219295221,0.018881941435027548,0.018880642698453094,0.01887557933244399,0.01886753546684263,0.03099371241115363,0.03098630043387653,0.030976987547729148,0.030971698628640108,0.030952462205234958,0.030951194709290815,0.042057058995386636,0.04203192796854736,0.04201424004452559,0.04197122360694864,0.04196354120765512,0.05252797207527769,0.05249139790034408,0.07492917561083932,0.08241961150315913,0.08226550143420101,0.0821284482239514,0.08800747863247861,0.10537870472008781,0.13119984212603605,0.13483773485744316,0.13478637754632977,0.14791213685065363,0.1643663412124094,0.17236896838602328,0.1757790947506442,0.17575855914327435,0.17571636212624583,0.17566278971711025,0.17562519456262318,0.17551933110801438,0.17527961888980945,0.1752297139899055,0.18782512522746708,0.18781787902753933,0.1971750542271508,0.21154018399805508,0.21150229636547394,0.21820591909046874,0.21783229679372224,0.21781567535258733,0.22971939339920222,0.2500173098590663,0.24987261026289465,0.24977833116380854,0.25306199359336723,0.25298730981997647,0.25846551388915023,0.2584493041749503,0.2582403810001253,0.2581886073728792,0.2581126024840441,0.2580544162309402,0.2580156399676932,0.25987655863464854,0.25979865604156777,0.26962321684749196,0.27511041635650835,0.28817427770870835,0.28806737029548707,0.2879943625057179,0.287225582126542,0.287089300239087,0.3082273705905084,0.3236937333431135,0.32998775114718737,0.3299053235691918,0.3297907975273303,0.3297084683017122,0.3296261801712961,0.3295319003919087,0.3345227746606445,0.3390478270364709,0.3389285757601485,0.33880735446560095,0.3386328659888758,0.3463644274698445,0.3463393116117181,0.3528143222013397,0.352722958609102,0.3526910987197861,0.3660553757641136,0.365989573970879,0.36597203082122015,0.37566260884115915,0.3802393602747813,0.37965752527477764,0.37958972283074577,0.3795083918581122,0.4133039501825615,0.4444124964792038,0.4441753124505152,0.4440945712978926,0.45182360955984263,0.45117194342905853,0.46054006361884414,0.46870304011096986,0.4812391930835735,0.48114213271098044,0.48853746306579754,0.4943109552782647,0.5025461271465108,0.5024113232314585,0.502225011410315,0.5021906304908381,0.5143957090694667,0.5274048110354185,0.5271097952357275,0.5268656885003331,0.5266604567138058,0.5265415549597855,0.5264464722048225,0.5263098508910992,0.5313197532877167,0.5424496606714897,0.5498612179379996,0.5575495667417425,0.5633448514167244,0.597322800087777,0.6171019146542591,0.6163950164735659,0.6162471096374503,0.6394923114474006,0.6433489217978695,0.6432897293377136,0.6432305477687703,0.6431818181818181,0.6430878605398562,0.6468255038989773,0.6488880980113024,0.7086754445673444,0.7085209661383707,0.7080015088164823,0.7079187671647659,0.7077871725690978,0.707655626888418,0.7072687902686523,0.7071299327705232,0.7142630769962128,0.7141989458006316,0.7141838577811578,0.7141385975474509,0.7290833738365134,0.7290681327640359,0.7288890978818563,0.733895306483505,0.7335899303027151,0.7328961453321001,0.7443732153129389,0.7435024095824254,0.7429025100469114,0.7428794563199189,0.7427373232808994,0.7426720371452356,0.7422997416020671,0.7517499626571618,0.7617850085965768,0.7633321714883234,0.7631013932800755,0.7626910312615234,0.7626246332058196,0.7620353692484034,0.7619262018296054,0.7612874202519221,0.7607896027464444,0.7653936047520387,0.7776754457380118,0.7774025035987325,0.7771771741230792,0.777161366433097,0.7765966636348393,0.7764546299730234,0.7841041732987705,0.7839774064961375,0.7837239958181184,0.7835656973191879,0.7829133913885834,0.7828383470974316,0.7826685631279506,0.7825501528034131,0.7824159977411157,0.7823094956013208,0.7911106198247448,0.7942047430315116,0.7940694651096384,0.7953709679840296,0.7951919325309883,0.7951640898154771,0.8420833972174548,0.8481205829625202,0.8586741806609886,0.8586614910197929,0.8583401451658969,0.8602121441714471,0.859987900310362,0.8597595456445309,0.859463710767567,0.8627647107855395,0.8620419361160101,0.8620250436009483,0.8782844177706214,0.8777704630239193
3.0,0.0,0.0,0.0,0.00987661918094828,0.01687273531933726,0.016872216775716303,0.01687019476009907,0.016866981271198938,0.02779480264770777,0.02779182178915598,0.027788075331113146,0.027785947111731976,0.027778203145337885,0.027777692705829027,0.037838383035689725,0.03782820859904238,0.037821043530860195,0.037803604472917585,0.03780048792552265,0.04737269161079353,0.04735781220935019,0.06777092393040927,0.07463526006815976,0.07457200831075417,0.0745156482861401,0.0799369238233867,0.09590845102402251,0.1201433648575387,0.12356269941604962,0.12354113122144712,0.1357712238346579,0.1513211744705858,0.15887089044378416,0.16212802006843144,0.16211928459178326,0.16210133129010632,0.16207853147753015,0.1620625269306267,0.16201744020820558,0.16191523964412133,0.16189394392299875,0.17411934417630104,0.17411623048196398,0.182981663123165,0.1966363966149875,0.19662002652125565,0.203255410844246,0.20314065956222904,0.2031334317719545,0.21490687270286493,0.23442687292139444,0.23436324532910868,0.23432176767810847,0.23755195896347392,0.23751904898056633,0.24281097451398037,0.24280382146465915,0.2427115848989929,0.24268871535752565,0.2426551335309826,0.24262941756575754,0.24261227661685097,0.24465119561509782,0.24461666921475697,0.2546177508129998,0.25995873484795196,0.27271689597948917,0.2726690135281053,0.27263630352221063,0.27229133243913767,0.272230077946968,0.29297814470496664,0.30823990966134646,0.3147368329279244,0.314699335731596,0.3146472203256875,0.31460974447762585,0.314572277555573,0.3145293386461589,0.31947472155540013,0.3241465706232383,0.3240920609332506,0.3240366302277649,0.3239568057592321,0.331803077493082,0.3317915528180429,0.33854708561651753,0.3385050180464729,0.3384903457721938,0.35218820273309115,0.35215774452996623,0.3521496232321893,0.3619602051069441,0.36678487303600543,0.366513964489559,0.3664823670053795,0.3664444572151026,0.40059211242119,0.4322576594676042,0.4321454350412403,0.43210721804768676,0.44024763038913767,0.4399380505275385,0.4504422668589401,0.45943572602118865,0.4723903818953324,0.472343615200758,0.4801982156075015,0.48670694352777916,0.49570907288944954,0.49564348352406296,0.49555280342265257,0.4955360661090033,0.5091589687180811,0.5228014626560377,0.522656477601237,0.5225364498440064,0.5224354935808587,0.5223769860712536,0.5223301894979662,0.5222629341111201,0.5281409717235,0.5403136747465057,0.5489708361851661,0.5579550438292131,0.5647107724281262,0.6010820359942587,0.6223940690802338,0.6220343274873115,0.6219590057462406,0.6471532666419662,0.6517304908540598,0.6517001170603862,0.6516697460977122,0.6516447368421052,0.6515965101267177,0.6562187760912115,0.6585615463759552,0.7241718471503716,0.7240911844689736,0.7238198176668197,0.7237765750891381,0.7237077907267218,0.7236390194369554,0.7234367111627427,0.7233640649298837,0.7322897966809362,0.7322560906270137,0.7322481602417271,0.7322243701164737,0.7513538696030354,0.7513457763224154,0.7512506933337642,0.7579128378741468,0.7577499597055821,0.757379672539617,0.7702413925316588,0.7697749385696716,0.7694532909415738,0.7694409252468869,0.7693646789113677,0.7693296518774622,0.7691298527443104,0.780174637241512,0.7919540076564979,0.7940451942456783,0.7939203147532594,0.7936981687168226,0.7936622139082747,0.7933429935219911,0.7932838285586441,0.792937468052479,0.7926673479816045,0.797881678272573,0.8118121361492371,0.8116633961502614,0.8115405650809496,0.811531946752757,0.8112239617198468,0.8111464638557253,0.8212468344883976,0.8211772986217132,0.8210382622084301,0.8209513883561662,0.8205932279575464,0.8205520053090652,0.8204587272381194,0.8203936620723564,0.8203199340255016,0.8202613947218881,0.8308181012284183,0.8351665143040805,0.8350917123054918,0.8369727458676544,0.8368736082376537,0.8368581889392794,0.8909727909489806,0.8979745505028981,0.9102373635440302,0.91023023378468,0.91004965046283,0.9124140918128258,0.9122879332969833,0.9121594303079311,0.9119929062292174,0.9165800666234318,0.9161720295740914,0.916162489196197,0.9351985348556286,0.9349070936075726
